1159.2,30.6,1155.778867,29.74788064,3.525657023,,,
1158.4,31.2,1144.490937,19.38740372,18.24827294,,,
1157.6,31.8,1157.593845,16.42974524,15.370256,,,10.99721795
1156.8,32.4,1144.350166,14.80068944,21.55769236,,,4.899978366
1156,33,1143.059112,8.095137269,28.06632792,,,
1155.2,33.6,1148.556487,10.20054266,24.32428545,,,
1154.4,34.2,1148.681837,38.50469773,7.157360768,,,
1153.6,34.8,1166.197954,27.86250189,14.38184034,,,
1152.8,35.4,1146.813709,34.01329717,6.144804478,,,
1152,36,1144.604073,44.82141454,11.51160674,,,
1151.2,36.6,1135.218012,22.52347504,21.2972413,,,
1150.4,37.2,1141.220476,35.97497046,9.260904829,,,
1149.6,37.8,1143.279271,13.20145134,25.39764173,,,
1148.8,38.4,1139.420786,20.25480482,20.4259092,,,
1148,39,1142.187801,13.85346375,25.80949321,,,
1147.2,39.6,1136.011244,26.794512,17.00496334,,,
1146.4,40.2,1143.817169,43.86307788,4.482092704,,,
1145.6,40.8,1153.887805,37.82742155,8.804767515,,,
1144.8,41.4,1148.380799,53.69371019,12.80458647,,,
1144,42,1148.611091,39.8481653,5.088472446,,,
1143.2,42.6,1136.985521,44.21708915,6.421426855,,,
1142.4,43.2,1132.629043,38.87896499,10.68376974,,,
1141.6,43.8,1134.863212,43.07484492,6.775703964,,,
1140.8,44.4,1138.432425,46.8065583,3.375934791,,,
1140,45,1140.027364,54.68029963,9.680338311,,,
1139.2,45.6,1132.076004,24.28429204,22.47466848,,,
1138.4,46.2,1133.101442,41.20099631,7.284556029,,,
1137.6,46.8,1145.667916,43.99584768,8.54134306,,,
1136.8,47.4,1147.935452,61.08568588,17.64359051,,,
1136,48,1140.905961,54.0852928,7.816600604,,,
1135.2,48.6,1126.170551,40.91121104,11.85952923,,,
1134.4,49.2,1125.364646,38.99487421,13.63019473,,,
1133.6,49.8,1129.617847,59.74094156,10.70886821,,,
1132.8,50.4,1131.82441,62.83390505,12.47211974,,,
1132,51,1120.304687,51.87587275,11.72806502,,,
1131.2,51.6,1139.491299,73.89762944,23.78928154,,,
1130.4,52.2,1126.469316,50.66302829,4.220492488,,,
1129.6,52.8,1132.932988,64.12919321,11.80929405,,,
1128.8,53.4,1127.91275,49.61320586,3.889347393,,,
1128,54,1118.768559,50.07934116,10.02950963,,,
1127.2,54.6,1125.802208,58.83966637,4.464145279,,,
1126.4,55.2,1133.627238,51.49006062,8.123830226,,,
1125.6,55.8,1126.245416,60.59253834,4.835802426,,,
1124.8,56.4,1111.579526,39.67705924,21.31754426,,,
1124,57,1133.161551,54.28153983,9.55636183,,,
1123.2,57.6,1108.081915,47.78189357,18.02641731,,,
1122.4,58.2,1119.502293,54.57160112,4.643488199,,,
1121.6,58.8,1123.428401,36.2108206,22.66305532,,,
1120.8,59.4,1127.953717,72.79943218,15.18948486,,,
1120,60,1122.050471,46.2403929,13.91154983,,,
1119.2,60.6,1128.345266,86.38250323,27.35641343,,,
1118.4,61.2,1127.323316,73.30865563,15.04144624,,,
1117.6,61.8,1121.749648,49.0762032,13.38336978,,,
1116.8,62.4,1120.447132,75.72259521,13.81278809,,,
1116,63,1108.222841,75.19687655,14.46540726,,,
1115.2,63.6,1115.158793,71.67168066,8.071785844,,,
1114.4,64.2,1120.319343,63.31392794,5.98529377,,,
1113.6,64.8,1113.672741,60.14406843,4.65649977,,,
1112.8,65.4,1110.945,88.22217626,22.89743988,,,
1112,66,1119.924788,83.80887769,19.49252149,,,
1111.2,66.6,1104.673626,63.38252432,7.276380181,,,
1110.4,67.2,1102.850027,55.73686189,13.72609313,,,
1109.6,67.8,1109.685725,75.5514181,7.751892108,,,
1108.8,68.4,1105.697135,66.54775742,3.61366499,,,
1108,69,1106.601588,77.24861963,8.36631836,,,
1107.2,69.6,1102.340789,51.03576453,19.18965266,,,
1106.4,70.2,1094.359753,46.27796664,26.78117316,,,
1105.6,70.8,1097.068647,66.55619067,9.528583329,,,
1104.8,71.4,1110.348244,70.59415489,5.606460555,,,
1104,72,1100.555156,62.70000289,9.917504435,,,
1103.2,72.6,1092.065039,49.48450372,25.65762103,,,
1102.4,73.2,1092.277648,59.86035185,16.74539422,,,
1101.6,73.8,1100.463401,85.21690205,11.4733391,,,
1100.8,74.4,1089.6102,69.09918494,12.38185195,,,
1100,75,1098.280439,64.02677716,11.10713782,,,
1099.2,75.6,1103.487428,78.88709146,5.402500399,,,
1098.4,76.2,1094.194437,56.80752081,19.84326113,,,
1097.6,76.8,1089.381246,66.83413417,12.91767791,,,
1096.8,77.4,1102.671826,73.5839443,7.002901254,,,
1096,78,1095.795909,77.98909162,0.204382469,,,
1095.2,78.6,1108.443039,90.78945032,17.99891044,,,
1094.4,79.2,1085.236441,63.98530189,17.76113314,,,
1093.6,79.8,1093.823043,63.94888782,15.85268134,,,
1092.8,80.4,1096.708302,87.05250803,7.715613216,,,
1092,81,1097.179154,65.22946525,16.59919871,,,
1091.2,81.6,1083.508071,80.37683929,7.788574414,,,
1090.4,82.2,1089.169571,85.7484236,3.755697871,,,
1089.6,82.8,1077.281031,77.28657269,13.49647613,,,
1088.8,83.4,1082.454712,92.79335886,11.33569016,,,
1088,84,1089.55202,75.74770635,8.396970745,,,
