x_sim, y_sim, e_x_sim, e_y_sim, error_sim, x_real, y_real, e_x_real, e_y_real, error_real
1159.2, 30.6, 1164.2724573849248, 11.56466205987038, 19.699591732236886, 8.4223125, 0.28985, 8.459167073187345, 0.10954304895599445, 0.18403493190045947
1158.4, 31.200000000000003, 1151.0114150605652, 28.119876492071533, 8.004895266731292, 8.416500000000001, 0.29553333333333337, 8.36281731254942, 0.26635771899434424, 0.061098669412468505
1157.6000000000001, 31.8, 1136.374474239692, 21.421492312198062, 23.627026169775696, 8.410687500000002, 0.3012166666666667, 8.256470789397763, 0.202909135512765, 0.18288565966348994
1156.8000000000002, 32.4, 1134.0104498062985, 10.386971269177625, 31.684965392678873, 8.404875000000002, 0.3069, 8.23929467437389, 0.09838770007748807, 0.2662596917549203
1156.0000000000002, 33.0, 1166.3773123425058, 23.629041707983085, 13.982255567848792, 8.399062500000003, 0.3125833333333333, 8.474460159988519, 0.22381953395617313, 0.11646381073798251
1155.2000000000003, 33.6, 1164.2494111728001, 24.755003931206026, 12.654082267449343, 8.393250000000004, 0.3182666666666667, 8.458999628052377, 0.2344848983483682, 0.10650069620226174
1154.4000000000003, 34.2, 1132.2028336162023, 33.909869621553874, 22.19906239250909, 8.387437500000003, 0.32395, 8.22616121299272, 0.32120182058194086, 0.16129970006472205
1153.6000000000004, 34.800000000000004, 1164.198365224828, 60.80038176429863, 28.07748559483394, 8.381625000000003, 0.3296333333333334, 8.458628747336641, 0.5759147272673842, 0.2580389546211656
1152.8000000000004, 35.400000000000006, 1162.8657062903128, 33.87770425022624, 10.180168342056714, 8.375812500000004, 0.33531666666666676, 8.448946147265556, 0.3208971430368652, 0.07454161940870715
1152.0000000000005, 36.0, 1173.6175267073609, 26.44140778511519, 23.636500292426906, 8.370000000000005, 0.341, 8.527064842483169, 0.2504588904090078, 0.18129273915474178
1151.2000000000005, 36.599999999999994, 1140.0390824253839, 17.046231965985765, 22.514793479741783, 8.364187500000003, 0.3466833333333333, 8.28309645824693, 0.16146569723336518, 0.2021913197322249
1150.4000000000005, 37.19999999999999, 1130.53414593276, 20.359182755233714, 26.043526706122396, 8.358375000000006, 0.35236666666666655, 8.21403715404271, 0.19284670332040826, 0.2151279444460518
1149.6000000000006, 37.79999999999998, 1139.9304318337608, 16.434144110716826, 23.452086184456444, 8.352562500000005, 0.3580499999999998, 8.28230704379217, 0.15566786504873437, 0.21422968439131704
1148.8000000000006, 38.39999999999998, 1145.926935070295, 43.70553385748587, 6.033505747344027, 8.346750000000005, 0.36373333333333313, 8.325875387620112, 0.4139885290389634, 0.054418141620437586
1148.0000000000007, 38.99999999999997, 1139.1290031937326, 63.82385991456847, 26.361308871050753, 8.340937500000006, 0.3694166666666664, 8.276484163829464, 0.6045537841907737, 0.24381078028064873
1147.2000000000007, 39.599999999999966, 1124.7272870880429, 40.55349664284932, 22.492931811375808, 8.335125000000007, 0.3750999999999997, 8.171846695249062, 0.3841317320892116, 0.1635279088928664
1146.4000000000008, 40.19999999999996, 1139.9892354481512, 13.805837202725776, 27.161548775949118, 8.329312500000006, 0.380783333333333, 8.282734288802974, 0.1307719579480414, 0.254313227301217
1145.6000000000008, 40.799999999999955, 1142.5300494902638, 52.77365041933124, 12.360942540784949, 8.323500000000006, 0.38646666666666624, 8.301194890827698, 0.4998837442497765, 0.1155895816355515
1144.8000000000009, 41.39999999999995, 1156.795284875044, 38.43183669870511, 12.357056794260995, 8.317687500000007, 0.39214999999999955, 8.404840741670242, 0.3640348976182901, 0.09157590575890771
1144.000000000001, 41.99999999999994, 1150.084582387605, 64.6259408355996, 23.42979601976077, 8.311875000000008, 0.39783333333333276, 8.356083293909943, 0.6121512729149851, 0.2188299624753247
1143.200000000001, 42.59999999999994, 1141.1105399774165, 61.929647125510066, 19.442250414566747, 8.306062500000007, 0.4035166666666661, 8.290881267023417, 0.586611379716637, 0.18372300830745364
1142.400000000001, 43.19999999999993, 1143.4073360563368, 62.02071231899614, 18.847650732248034, 8.300250000000009, 0.4091999999999994, 8.307568926034323, 0.5874739694660468, 0.1784241431742828
1141.600000000001, 43.799999999999926, 1142.5691905270874, 38.602164411763994, 5.287421401791787, 8.294437500000008, 0.41488333333333266, 8.30147927492337, 0.3656482795669867, 0.04973607456812678
1140.800000000001, 44.39999999999992, 1134.1150263378604, 66.14992765356224, 22.754081519558415, 8.288625000000009, 0.4205666666666659, 8.240054488236018, 0.6265868147184647, 0.21166812706758914
1140.0000000000011, 44.999999999999915, 1123.5401237255141, 29.920199260544127, 22.323259558431673, 8.28281250000001, 0.4262499999999992, 8.16322121144319, 0.283410776329043, 0.18629310271076013
1139.2000000000012, 45.59999999999991, 1149.6792140737862, 58.41363724405349, 16.55304283285736, 8.27700000000001, 0.4319333333333325, 8.353138039754853, 0.5533069527839511, 0.1432778998877834
1138.4000000000012, 46.1999999999999, 1139.6567425627054, 34.136384110792804, 12.128900617584526, 8.271187500000009, 0.4376166666666658, 8.280318520182158, 0.32334741616056517, 0.11463349048507945
1137.6000000000013, 46.7999999999999, 1149.1776162925828, 34.22887173638025, 17.090186214275896, 8.26537500000001, 0.44329999999999903, 8.349493618375798, 0.3242234795029351, 0.14579149389158186
1136.8000000000013, 47.39999999999989, 1140.682528483691, 65.14549975198774, 18.165263248146502, 8.25956250000001, 0.44898333333333235, 8.287771496014319, 0.6170726504285505, 0.17043991896757077
1136.0000000000014, 47.999999999999886, 1131.5781748238328, 54.353039258763715, 7.740390540017516, 8.25375000000001, 0.45466666666666555, 8.22162267645441, 0.5148440663121785, 0.06821645216734341
1135.2000000000014, 48.59999999999988, 1142.8472021846594, 68.76568442979352, 21.5669777617324, 8.24793750000001, 0.46034999999999887, 8.303499203372917, 0.6513638441822109, 0.19893061994314837
