x_sim, y_sim, e_x_sim, e_y_sim, error_sim, x_real, y_real, e_x_real, e_y_real, error_real
1159.2, 30.6, 1158.3067069136098, 37.36274658631008, 6.8214891283972054, 8.4223125, 0.28985, 8.415822167419197, 0.3539082384981038, 0.0643861967854088
1158.4, 31.200000000000003, 1179.1749934285128, 41.50308945037291, 23.189523586678817, 8.416500000000001, 0.29553333333333337, 8.567443311629038, 0.39312648618269896, 0.17974511623023373
1157.6000000000001, 31.8, 1165.7096531986408, 11.77719186050155, 21.602761878829018, 8.410687500000002, 0.3012166666666667, 8.469609199021376, 0.11155617845641747, 0.19860228448765502
1156.8000000000002, 32.4, 1157.0558853635034, 8.18674598179899, 24.214606077101116, 8.404875000000002, 0.3069, 8.406734167094205, 0.07754667721648488, 0.22936085798174768
1156.0000000000002, 33.0, 1145.0264010215583, 37.42506542747113, 11.83220514431111, 8.399062500000003, 0.3125833333333333, 8.31933244492226, 0.3544985364102127, 0.09007644493249026
1155.2000000000003, 33.6, 1166.0421351884863, 52.85109286993824, 22.094263330837588, 8.393250000000004, 0.3182666666666667, 8.472024888478845, 0.5006172963513595, 0.1986384534808352
1154.4000000000003, 34.2, 1157.2497779797818, 44.96751009681295, 11.13824529353777, 8.387437500000003, 0.32395, 8.408142918134352, 0.4259422484170338, 0.10407272974838411
1153.6000000000004, 34.800000000000004, 1134.4579670456108, 24.609465629927193, 21.685580840147512, 8.381625000000003, 0.3296333333333334, 8.242546166815767, 0.23310632721681038, 0.16929378237167417
1152.8000000000004, 35.400000000000006, 1163.1099871963327, 59.84455770318788, 26.529836737021522, 8.375812500000004, 0.33531666666666676, 8.450721000723355, 0.5668609493551964, 0.2433598946547398
1152.0000000000005, 36.0, 1169.7853270102014, 44.06182340774515, 19.527182426490796, 8.370000000000005, 0.341, 8.499221516558496, 0.41736338283447494, 0.1500985229094578
1151.2000000000005, 36.599999999999994, 1166.026559503104, 64.94615639412987, 31.98955218535479, 8.364187500000003, 0.3466833333333333, 8.471911721389741, 0.6151844258443968, 0.28930493351075076
1150.4000000000005, 37.19999999999999, 1150.3393248325333, 27.2779070007477, 9.922278516639132, 8.358375000000006, 0.35236666666666655, 8.357934156986376, 0.25838239686819353, 0.09398530370283874
1149.6000000000006, 37.79999999999998, 1144.05395531866, 57.06135442204777, 20.04391143911703, 8.352562500000005, 0.3580499999999998, 8.31226701911214, 0.5404978293866192, 0.18684468477287028
1148.8000000000006, 38.39999999999998, 1135.6416030402793, 23.597755704465595, 19.805298451027806, 8.346750000000005, 0.36373333333333313, 8.25114602208953, 0.2235231859784102, 0.16970269889897385
1148.0000000000007, 38.99999999999997, 1152.1576353472103, 24.967744451881224, 14.635235817986548, 8.340937500000006, 0.3694166666666664, 8.371145319319576, 0.23650002383587496, 0.1363060757613245
1147.2000000000007, 39.599999999999966, 1144.057578303715, 39.25059330046452, 3.161787336138783, 8.335125000000007, 0.3750999999999997, 8.312293342362931, 0.37179034209606676, 0.02307029314719894
1146.4000000000008, 40.19999999999996, 1157.5855296395107, 52.91566519487833, 16.93529493881332, 8.329312500000006, 0.380783333333333, 8.41058236378707, 0.5012289397625975, 0.1452994661658508
1145.6000000000008, 40.799999999999955, 1147.0419010988116, 44.83796461454122, 4.287684340881367, 8.323500000000006, 0.38646666666666624, 8.333976312671053, 0.4247151648210711, 0.03965729111082917
1144.8000000000009, 41.39999999999995, 1147.33051577669, 50.95431987350144, 9.883751228215825, 8.317687500000007, 0.39214999999999955, 8.336073278690012, 0.4826506410239998, 0.09234935237343468
1144.000000000001, 41.99999999999994, 1157.452755558422, 25.74942447988033, 21.096393930000016, 8.311875000000008, 0.39783333333333276, 8.409617677104162, 0.24390427076775534, 0.18233975767726693
1143.200000000001, 42.59999999999994, 1132.991304698059, 15.97738528949877, 28.512822971282354, 8.306062500000007, 0.4035166666666661, 8.231889948196834, 0.15134134399219668, 0.26285730122438505
1142.400000000001, 43.19999999999993, 1135.8376941362908, 53.5470773806928, 12.2525861992859, 8.300250000000009, 0.4091999999999994, 8.25257074645899, 0.5072098163004513, 0.10899190478873724
1141.600000000001, 43.799999999999926, 1157.7887767373732, 59.57571673983907, 22.604197196718168, 8.294437500000008, 0.41488333333333266, 8.412059080982477, 0.5643144280079202, 0.19016963051039737
1140.800000000001, 44.39999999999992, 1163.6987127209015, 51.956528436047655, 24.11331927128918, 8.288625000000009, 0.4205666666666659, 8.454998459612801, 0.4921437832414514, 0.18111712144546105
1140.0000000000011, 44.999999999999915, 1149.1764498909324, 30.444358915312822, 17.206798655967457, 8.28281250000001, 0.4262499999999992, 8.349485143738807, 0.2883757330589353, 0.15314879988970334
1139.2000000000012, 45.59999999999991, 1132.2287765030558, 50.02770242689892, 8.258480842475281, 8.27700000000001, 0.4319333333333325, 8.226349704280015, 0.47387351465479255, 0.0657604080416166
1138.4000000000012, 46.1999999999999, 1150.846152839675, 79.26784755393196, 35.33255244613114, 8.271187500000009, 0.4376166666666658, 8.361616579225764, 0.7508426671080778, 0.3260183211449033
1137.6000000000013, 46.7999999999999, 1147.257274665208, 36.657441235863715, 14.004801042613822, 8.26537500000001, 0.44329999999999903, 8.335541136239403, 0.3472274294841535, 0.1189673294660649
1136.8000000000013, 47.39999999999989, 1127.3726071816154, 64.53903589708112, 19.56073328977196, 8.25956250000001, 0.44898333333333235, 8.191066599053926, 0.6113280900251296, 0.1762030319595399
1136.0000000000014, 47.999999999999886, 1150.5507340915854, 58.4202966709114, 17.89710717724499, 8.25375000000001, 0.45466666666666555, 8.359470177384175, 0.5533700323550218, 0.14463440221589224
1135.2000000000014, 48.59999999999988, 1151.3452479289504, 55.81952465955083, 17.68588609589846, 8.24793750000001, 0.46034999999999887, 8.36524281698378, 0.5287349419140787, 0.13578305370426388
1134.4000000000015, 49.199999999999875, 1137.4263593885062, 55.56626428617886, 7.048983764335723, 8.242125000000012, 0.4660333333333322, 8.264113392432115, 0.5263360033774164, 0.06418645819948207
1133.6000000000015, 49.79999999999987, 1113.1051476548864, 57.23785500013635, 21.80276724755654, 8.236312500000011, 0.47171666666666545, 8.087404588430035, 0.5421696820846249, 0.16473370483788408
1132.8000000000015, 50.39999999999986, 1136.4837647344443, 53.63755001854145, 4.90426882840683, 8.230500000000012, 0.47739999999999866, 8.257264853148698, 0.5080667932311843, 0.04070392574623506
1132.0000000000016, 50.999999999999844, 1126.344180987242, 24.72848028491605, 26.873426220806483, 8.224687500000012, 0.4830833333333319, 8.18359443998543, 0.23423366047656594, 0.252219743997732
1131.2000000000016, 51.59999999999983, 1143.8172918786431, 46.28156589168399, 13.692399195003393, 8.218875000000013, 0.4887666666666651, 8.310547511305767, 0.43838927691845114, 0.10460272810470611
1130.4000000000017, 52.19999999999982, 1142.1555241144247, 64.15874516808682, 16.76913632838689, 8.213062500000012, 0.4944499999999983, 8.298473729893868, 0.6077258917310446, 0.14186791687849934
1129.6000000000017, 52.799999999999805, 1148.3775282114475, 56.73316454712181, 19.185029295947903, 8.207250000000013, 0.5001333333333315, 8.343680478411299, 0.5373891419602371, 0.14142584882537246
1128.8000000000018, 53.39999999999979, 1138.5637804767057, 40.38816931199864, 16.267733310159507, 8.201437500000013, 0.5058166666666648, 8.272377467526066, 0.38256571487198715, 0.14220856553278158
1128.0000000000018, 53.99999999999978, 1107.8793580409008, 56.461363170060814, 20.270632488930126, 8.195625000000014, 0.511499999999998, 8.049435960765921, 0.5348145789164094, 0.14803649814230527
1127.2000000000019, 54.59999999999977, 1100.948462688069, 59.94154901481583, 26.78946354665371, 8.189812500000013, 0.5171833333333311, 7.999078674218002, 0.567779672612561, 0.19733064092000843
1126.400000000002, 55.199999999999754, 1116.6609149321139, 23.115176639000214, 33.530369339840284, 8.184000000000015, 0.5228666666666644, 8.11323946005364, 0.21895208983052983, 0.312043464964401
1125.600000000002, 55.79999999999974, 1131.176998621063, 29.936904257618366, 26.457562907397605, 8.178187500000014, 0.5285499999999976, 8.21870788060616, 0.28356900977355176, 0.24830945776751426
1124.800000000002, 56.39999999999973, 1101.8172689246521, 32.03113195115296, 33.496979828992906, 8.172375000000015, 0.5342333333333308, 8.005391094530676, 0.3034059998706433, 0.28489451128319015
1124.000000000002, 56.999999999999716, 1139.974523995898, 63.31990614239554, 17.1792499994658, 8.166562500000015, 0.539916666666664, 8.282627400907696, 0.5997802220710244, 0.13059366940384456
1123.200000000002, 57.5999999999997, 1145.4553661770303, 54.414776498973836, 22.482147860582625, 8.160750000000016, 0.5455999999999972, 8.322449144879986, 0.5154288551708356, 0.16448985207366357
1122.4000000000021, 58.19999999999969, 1125.6477511581052, 69.32343099758332, 11.58786454628133, 8.154937500000017, 0.5512833333333305, 8.17853444200811, 0.6566469436159975, 0.1079736358743699
1121.6000000000022, 58.79999999999968, 1112.350289070901, 35.69895454821508, 24.88404013092231, 8.149125000000016, 0.5569666666666636, 8.081920069030765, 0.3381484305817039, 0.2289059265067527
1120.8000000000022, 59.399999999999665, 1100.468256005213, 45.15425297465007, 24.825815639771037, 8.143312500000018, 0.5626499999999969, 7.995589672537877, 0.4277111184543243, 0.2000763242020571
1120.0000000000023, 59.999999999999645, 1127.9242530742422, 71.03946839016963, 13.589100379427736, 8.137500000000017, 0.56833333333333, 8.19507465124254, 0.672901631140218, 0.11937072242358357
1119.2000000000023, 60.599999999999625, 1097.9272462712634, 36.49152407200234, 32.15196203615577, 8.131687500000018, 0.5740166666666632, 7.977127648689648, 0.34565582523757776, 0.2757488377768499
1118.4000000000024, 61.199999999999605, 1101.4344141941872, 68.81400699243683, 18.59581146966597, 8.125875000000018, 0.5796999999999963, 8.002609415629642, 0.6518215662339155, 0.1428143011263364
1117.6000000000024, 61.799999999999585, 1130.6446830350976, 72.25769098558916, 16.7190626602146, 8.120062500000019, 0.5853833333333295, 8.214840275176881, 0.6844409062801641, 0.13709569440939143
1116.8000000000025, 62.399999999999565, 1123.063108167314, 71.22313617862766, 10.820085764080703, 8.114250000000018, 0.5910666666666625, 8.159755395278143, 0.6746413732475565, 0.09516024684447252
1116.0000000000025, 62.999999999999545, 1096.3854917501358, 47.97870516702558, 24.705631591667927, 8.108437500000019, 0.5967499999999957, 7.965925838497081, 0.45446495727654784, 0.2013817445726927
1115.2000000000025, 63.599999999999525, 1093.7335707177292, 62.49726890728015, 21.49473428525443, 8.10262500000002, 0.6024333333333288, 7.946657974746001, 0.591988019371737, 0.156316402051556
1114.4000000000026, 64.1999999999995, 1095.9930989937961, 50.9827125465142, 22.660774308931817, 8.09681250000002, 0.608116666666662, 7.963074859876801, 0.48291958273225954, 0.18319406707479785
1113.6000000000026, 64.79999999999949, 1089.4930132509999, 48.497009147531024, 29.102136018723186, 8.091000000000019, 0.6137999999999951, 7.915847674401796, 0.4593744477585578, 0.2335071483863797
1112.8000000000027, 65.39999999999947, 1106.0787207812493, 91.75311876608691, 27.196736257057687, 8.085187500000021, 0.6194833333333283, 8.036353205676265, 0.8691059305343233, 0.25435453472558617
1112.0000000000027, 65.99999999999945, 1126.0458083154542, 78.77830120477695, 18.988673279469122, 8.07937500000002, 0.6251666666666614, 8.181426576041973, 0.746205575300804, 0.1583191131101702
1111.2000000000028, 66.59999999999943, 1094.2313299232305, 48.13449774410487, 25.07808879752986, 8.07356250000002, 0.6308499999999946, 7.950274506473472, 0.45594065918721555, 0.21399347385227233
