x_sim, y_sim, e_x_sim, e_y_sim, error_sim, x_real, y_real, e_x_real, e_y_real, error_real,,,
1096,78,1092.463604,52.68276815,25.56302657,7.963125,0.738833333,7.937430871,0.499022887,0.241182998,,,
1095.2,78.6,1112.582143,84.13431447,18.24191736,7.9573125,0.744516667,8.083604636,0.796938923,0.136739887,,,
1094.4,79.2,1090.791607,101.7132388,22.80057951,7.9515,0.7502,7.925282766,0.963450401,0.214855945,,,
1093.6,79.8,1097.777984,104.5834112,25.13310615,7.9456875,0.755883333,7.976043167,0.990637312,0.236708464,,,
1092.8,80.4,1081.651209,101.5847176,23.93925214,7.939875,0.761566667,7.858872067,0.962233019,0.216398845,,,
1092,81,1109.570781,93.27163768,21.43187861,7.9340625,0.76725,8.061725202,0.883489679,0.172654072,,,
1091.2,81.6,1111.036502,98.30300453,25.93216511,7.92825,0.772933333,8.072374588,0.931147904,0.2140181,,,
1090.4,82.2,1097.266085,77.70681932,8.205595692,7.9224375,0.778616667,7.972323901,0.736056261,0.065574699,,,
1089.6,82.8,1090.088557,65.73164011,17.07535056,7.916625,0.7843,7.920174669,0.622624702,0.161714261,,,
1088.8,83.4,1096.181016,83.45508049,7.381221755,7.9108125,0.789983333,7.964440196,0.790505068,0.053630234,,,
1088,84,1079.513782,78.49197488,10.1170272,7.905,0.795666667,7.843342321,0.743493429,0.080769525,,,
1087.2,84.6,1073.341351,75.16438955,16.76582487,7.8991875,0.80135,7.798495757,0.711973801,0.134636296,,,
1086.4,85.2,1096.051412,111.7325951,28.23346152,7.893375,0.807033333,7.963498538,1.05835597,0.260922169,,,
1085.6,85.8,1091.125634,97.2932955,12.75258691,7.8875625,0.812716667,7.927709685,0.921583716,0.116033749,,,
1084.8,86.4,1078.713477,86.04333885,6.096963597,7.88175,0.8184,7.837527609,0.815021626,0.044351249,,,
1084,87,1073.159143,93.8538486,12.82573294,7.8759375,0.824083333,7.797171897,0.88900451,0.102072423,,,
1083.2,87.6,1083.612819,107.6322821,20.03653525,7.870125,0.829766667,7.873124388,1.019516894,0.189773932,,,
1082.4,88.2,1087.98201,87.0513423,5.698969698,7.8643125,0.83545,7.904869295,0.824569659,0.041990897,,,
1081.6,88.8,1079.106796,108.5784005,19.93492385,7.8585,0.841133333,7.840385317,1.028478738,0.188219134,,,
1080.8,89.4,1086.389279,109.5949758,20.95416639,7.8526875,0.846816667,7.893297107,1.038107965,0.195554343,,,
1080,90,1075.828654,80.48882319,10.38569275,7.846875,0.8525,7.816567562,0.76240802,0.095053173,,,
1079.2,90.6,1084.762786,67.64269471,23.62165231,7.8410625,0.858183333,7.881479619,0.640726636,0.221180828,,,
1078.4,91.2,1070.896215,80.76670386,12.8514769,7.83525,0.863866667,7.780730312,0.765040167,0.112867504,,,
1077.6,91.8,1058.89993,74.12169377,25.73354115,7.8294375,0.86955,7.693569802,0.702097155,0.215639715,,,
1076.8,92.4,1086.830679,78.43970543,17.19023983,7.823625,0.875233333,7.896504152,0.742998321,0.150988309,,,
1076,93,1070.918505,52.99530547,40.32613518,7.8178125,0.880916667,7.780892261,0.50198331,0.380727715,,,
1075.2,93.6,1088.80044,86.78343945,15.21306888,7.812,0.8866,7.910815697,0.822032024,0.118040525,,,
1074.4,94.2,1084.925757,82.79287491,15.52140629,7.8061875,0.892283333,7.8826637,0.78423251,0.132376696,,,
1073.6,94.8,1086.13001,82.99152649,17.21746773,7.800375,0.897966667,7.891413353,0.786114181,0.144218446,,,
1072.8,95.4,1064.535648,116.0693789,22.26034011,7.7945625,0.90365,7.734516815,1.09943495,0.204785817,,,
1072,96,1084.987991,105.9024203,16.33235523,7.78875,0.909333333,7.883115869,1.003131259,0.133052501,,,
1071.2,96.6,1077.713864,99.21970679,7.020917785,7.7829375,0.915016667,7.830264792,0.939831112,0.053438088,,,
1070.4,97.2,1049.366559,87.63137021,23.10766808,7.777125,0.9207,7.624303904,0.830063812,0.177677252,,,
1069.6,97.8,1085.293941,105.8547184,17.64024559,7.7713125,0.926383333,7.885338788,1.002679416,0.137197255,,,
1068.8,98.4,1086.187995,105.1036014,18.63546706,7.7655,0.932066667,7.891834649,0.995564669,0.141394625,,,
1068,99,1046.938535,100.2083333,21.09609843,7.7596875,0.93775,7.606662795,0.949195601,0.153452149,,,
1067.2,99.6,1060.927313,100.4243464,6.326622367,7.753875,0.943433333,7.708300008,0.951241725,0.046239063,,,
1066.4,100.2,1081.470629,87.22695966,19.88526178,7.7480625,0.949116667,7.857560039,0.826233146,0.164590616,,,
1065.6,100.8,1056.796735,107.5644395,11.1020318,7.74225,0.9548,7.67828878,1.018874274,0.090534801,,,
1064.8,101.4,1062.996048,107.5273523,6.387385194,7.7364375,0.960483333,7.723330661,1.018522976,0.059501171,,,
1064,102,1055.761635,106.8872787,9.578943248,7.730625,0.966166667,7.670768128,1.012460057,0.075669829,,,
1063.2,102.6,1059.531223,82.39285026,20.53749797,7.7248125,0.97185,7.698156545,0.780443387,0.1932538,,,
1062.4,103.2,1062.34889,85.49364255,17.70643122,7.719,0.977533333,7.718628651,0.809814781,0.167718964,,,
1061.6,103.8,1082.656454,97.0813185,22.10237355,7.7131875,0.983216667,7.866175795,0.919575823,0.165697241,,,
1060.8,104.4,1045.709351,75.75122031,32.38024515,7.707375,0.9889,7.597732001,0.717532392,0.292680655,,,
1060,105,1050.005603,91.53025926,16.77265304,7.7015625,0.994583333,7.628946958,0.866994956,0.146805351,,,
1059.2,105.6,1041.076182,106.0294139,18.12890438,7.69575,1.000266667,7.564069135,1.00433417,0.131743671,,,
1058.4,106.2,1062.74318,101.9092407,6.105229591,7.6899375,1.00595,7.721493418,0.965306975,0.05145514,,,
1057.6,106.8,1059.572379,103.7072254,3.668178609,7.684125,1.011633333,7.698455567,0.982337885,0.032612704,,,
1056.8,107.4,1070.691496,102.1777541,14.84067098,7.6783125,1.017316667,7.779242901,0.967850393,0.112400436,,,
1056,108,1040.855912,67.45522183,43.28073971,7.6725,1.023,7.562468738,0.638950851,0.399500472,,,
1055.2,108.6,1061.183583,105.2753454,6.845187578,7.6666875,1.028683333,7.71016197,0.997191466,0.053682094,,,
1054.4,109.2,1072.544157,103.835665,18.92053224,7.660875,1.034366667,7.792703644,0.983554493,0.141282229,,,
1053.6,109.8,1063.254747,103.3781047,11.59546825,7.6550625,1.04005,7.725210273,0.97922038,0.092849086,,,
1052.8,110.4,1071.265574,110.2050563,18.46660329,7.64925,1.045733333,7.783413938,1.043886783,0.134176645,,,
1052,111,1043.327456,96.64209433,16.77386288,7.6434375,1.051416667,7.580426047,0.915415394,0.149889258,,,
1051.2,111.6,1068.448035,117.6821089,18.28897915,7.637625,1.0571,7.762942754,1.114711087,0.137925983,,,
1050.4,112.2,1064.988835,118.3576194,15.83510005,7.6318125,1.062783333,7.737809507,1.121109673,0.120984823,,,
1049.6,112.8,1038.322287,130.3160704,20.83265524,7.626,1.068466667,7.54406037,1.234382778,0.18504664,,,
1048.8,113.4,1036.355345,117.0425557,12.96679042,7.6201875,1.07415,7.529769302,1.108653097,0.096777653,,,
1048,114,1025.9691,123.8025086,24.11326834,7.614375,1.079833333,7.454306745,1.172684873,0.18504933,,,
1047.2,114.6,1040.700726,131.1015247,17.73530036,7.6085625,1.085516667,7.561341212,1.241822775,0.163283341,,,
1046.4,115.2,1068.692004,118.710091,22.56666076,7.60275,1.0912,7.764715341,1.124448362,0.165342751,,,
1045.6,115.8,1029.839075,117.7406534,15.87995216,7.5969375,1.096883333,7.482424532,1.115265634,0.115979002,,,
1044.8,116.4,1053.433582,113.4563252,9.121620659,7.591125,1.102566667,7.653853371,1.074683525,0.068646326,,,
1044,117,1038.08737,144.5269386,28.15477835,7.5853125,1.10825,7.542353547,1.36899128,0.264256479,,,
1043.2,117.6,1045.256022,105.2999475,12.47070643,7.5795,1.113933333,7.594438285,0.997424502,0.11746259,,,
1042.4,118.2,1037.395161,129.1604933,12.04910082,7.5736875,1.119616667,7.537324214,1.223436895,0.11000422,,,
1041.6,118.8,1040.668519,116.0096071,2.941759624,7.567875,1.1253,7.561107208,1.098868778,0.027283924,,,
1040.8,119.4,1038.042917,149.0786116,29.80640028,7.5620625,1.130983333,7.542030566,1.412105738,0.281835209,,,
1040,120,1035.034175,114.8041525,7.187228084,7.55625,1.136666667,7.520170179,1.087450445,0.061024503,,,
1039.2,120.6,1047.931772,118.5932312,8.959406801,7.5504375,1.14235,7.613879284,1.12334144,0.066228282,,,
1038.4,121.2,1023.849041,95.27119849,29.73269524,7.544625,1.148033333,7.438903186,0.902429963,0.267391319,,,
1037.6,121.8,1039.959933,93.50104613,28.39718428,7.5388125,1.153716667,7.55595889,0.885662687,0.268601814,,,
1036.8,122.4,1013.74222,124.3498835,23.14007962,7.533,1.1594,7.365470814,1.17786973,0.168544235,,,
1036,123,1034.664874,121.7185773,1.850568756,7.5271875,1.165083333,7.517486977,1.152945413,0.015537994,,,
1035.2,123.6,1048.210603,114.9906859,15.60115648,7.521375,1.170766667,7.615905163,1.08921733,0.124844888,,,
1034.4,124.2,1016.83168,120.8271631,17.88915566,7.5155625,1.17645,7.387917676,1.144501739,0.131582265,,,
1033.6,124.8,1041.287298,125.0407298,7.691066425,7.50975,1.182133333,7.565603025,1.18441358,0.055899552,,,
1032.8,125.4,1038.247611,125.0771169,5.457170857,7.5039375,1.187816667,7.543517795,1.184758246,0.039698283,,,
1032,126,1011.136821,124.4034407,20.92417842,7.498125,1.1935,7.346540965,1.178377036,0.152336548,,,
1031.2,126.6,1038.029603,138.8497169,14.02494359,7.4923125,1.199183333,7.541933835,1.315215374,0.126197113,,,
1030.4,127.2,1037.096435,110.8994273,17.62245466,7.4865,1.204866667,7.535153784,1.05046402,0.161886899,,,
1029.6,127.8,1033.687211,126.5171382,4.283810157,7.4806875,1.21055,7.510383644,1.198398448,0.032086152,,,
1028.8,128.4,1022.089431,110.8168656,18.82015817,7.474875,1.216233333,7.42611852,1.049681977,0.173541201,,,
1028,129,1036.508165,151.1788701,23.7548132,7.4690625,1.221916667,7.530879636,1.431999853,0.218989277,,,
1027.2,129.6,1037.98749,139.8888132,14.90736777,7.46325,1.2276,7.541627855,1.325057925,0.125064525,,,
1026.4,130.2,1037.19946,157.2877181,29.16115251,7.4574375,1.233283333,7.535902328,1.489864219,0.268310418,,,
1025.6,130.8,1013.821167,123.1374476,14.05188994,7.451625,1.238966667,7.366044418,1.166385267,0.112214507,,,
1024.8,131.4,1012.180354,133.2151292,12.74951645,7.4458125,1.24465,7.354122882,1.261843307,0.093287705,,,
1024,132,1019.465528,142.3669977,11.31530297,7.44,1.250333333,7.407054225,1.34853184,0.103577849,,,
1023.2,132.6,1016.020912,122.3140838,12.54349917,7.4341875,1.256016667,7.382026942,1.158586182,0.110514357,,,
1022.4,133.2,1032.388723,142.2676291,13.49060751,7.428375,1.2617,7.500949318,1.347590598,0.112446549,,,
1021.6,133.8,998.3752607,133.8688636,23.22484142,7.4225625,1.267383333,7.253820253,1.268035624,0.168743507,,,
1020.8,134.4,1013.301434,118.2618535,17.79517543,7.41675,1.273066667,7.362268229,1.120202557,0.162282776,,,
1020,135,1029.550417,124.9935486,13.83255375,7.4109375,1.27875,7.480327252,1.183966669,0.117468368,,,
1019.2,135.6,997.4739594,124.7654388,24.27773785,7.405125,1.284433333,7.247271736,1.181805962,0.188281784,,,
1018.4,136.2,999.9739049,139.3726108,18.69723077,7.3993125,1.290116667,7.265435403,1.320168341,0.137208528,,,
1017.6,136.8,1033.62464,136.222842,16.03503076,7.3935,1.2958,7.509929028,1.290333032,0.116557309,,,
1016.8,137.4,1017.679858,130.4758716,6.97980698,7.3876875,1.301483333,7.394080221,1.23589645,0.065897695,,,
1016,138,1018.847004,147.1330895,9.566543698,7.381875,1.307166667,7.402560267,1.39367732,0.088949274,,,
1015.2,138.6,991.3409555,134.1005595,24.27959988,7.3760625,1.31285,7.20271163,1.2702303,0.178513202,,,
1014.4,139.2,1026.947609,156.6741898,21.51254969,7.37025,1.318533333,7.46141622,1.484052742,0.188965484,,,
1013.6,139.8,1001.655107,119.2194394,23.79579665,7.3644375,1.324216667,7.277650389,1.129273023,0.213389379,,,
1012.8,140.4,1022.779405,151.9638392,15.27451798,7.358625,1.3299,7.431131614,1.439435254,0.131358978,,,
1012,141,1001.047371,142.6349226,11.07398065,7.3528125,1.335583333,7.273234807,1.351069684,0.081070563,,,
1011.2,141.6,997.6603925,149.1573468,15.50594928,7.347,1.341266667,7.248626289,1.412851535,0.121662568,,,
1010.4,142.2,1027.851789,156.5218208,22.57608236,7.3411875,1.34695,7.467985655,1.482609469,0.185691313,,,
1009.6,142.8,1004.507383,131.6414876,12.2656898,7.335375,1.352633333,7.298373956,1.246937424,0.111985278,,,
1008.8,143.4,1020.76055,170.1082013,29.26401817,7.3295625,1.358316667,7.416463368,1.611302684,0.267495207,,,
1008,144,994.134192,130.3237034,19.47566996,7.32375,1.364,7.223006238,1.23445508,0.164107257,,,
1007.2,144.6,992.6228583,140.0300403,15.27670097,7.3179375,1.369683333,7.212025455,1.326395659,0.114416712,,,
1006.4,145.2,990.0128731,153.0285918,18.16107861,7.312125,1.375366667,7.193062281,1.449520828,0.140266784,,,
1005.6,145.8,1006.152328,126.2534949,19.5543071,7.3063125,1.38105,7.310325508,1.19590116,0.185192324,,,
1004.8,146.4,1006.296048,115.9239264,30.51277143,7.3005,1.386733333,7.311369724,1.098057192,0.288880712,,,
1004,147,998.8214661,133.8930222,14.09290887,7.2946875,1.392416667,7.257062215,1.26826446,0.129728302,,,
1003.2,147.6,1013.505684,136.0659347,15.46744258,7.288875,1.3981,7.363752233,1.28884677,0.132449493,,,
1002.4,148.2,994.4007789,117.1296573,32.08354307,7.2830625,1.403783333,7.224943159,1.109478143,0.299989005,,,
1001.6,148.8,1004.865403,141.7368228,7.781473548,7.27725,1.409466667,7.300975195,1.342562683,0.070986111,,,
1000.8,149.4,995.5007271,142.8110573,8.455557862,7.2714375,1.41515,7.232934971,1.352738071,0.07333276,,,
1000,150,998.8293339,170.8880012,20.92078038,7.265625,1.420833333,7.257119379,1.618689122,0.198038528,,,
999.2,150.6,984.6699946,163.9202327,19.7116629,7.2598125,1.426516667,7.15424293,1.552688871,0.16451249,,,
998.4,151.2,1017.325854,140.147247,21.91691816,7.254,1.4322,7.391508159,1.327505868,0.17282753,,,
997.6,151.8,995.7304062,142.7747112,9.216898543,7.2481875,1.437883333,7.234603733,1.352393792,0.086562003,,,
996.8,152.4,997.3193311,138.5662063,13.84353829,7.242375,1.443566667,7.246148265,1.312529899,0.131091083,,,
996,153,980.8091576,142.2157563,18.62958956,7.2365625,1.44925,7.126191535,1.347099247,0.150387919,,,
995.2,153.6,989.7693839,159.6769601,8.14991009,7.23075,1.454933333,7.19129318,1.51249565,0.069787254,,,
994.4,154.2,1004.211546,162.5240306,12.86685327,7.2249375,1.460616667,7.296224511,1.539463734,0.106295334,,,
993.6,154.8,988.8476135,170.9736474,16.8574033,7.219125,1.4663,7.184595942,1.619500382,0.157043347,,,
992.8,155.4,1003.041052,191.543222,37.56609697,7.2133125,1.471983333,7.287720144,1.814339964,0.350349197,,,
992,156,995.5355258,188.9445027,33.13367174,7.2075,1.477666667,7.233187805,1.789724318,0.313113144,,,
991.2,156.6,999.5446835,174.5712558,19.81413076,7.2016875,1.48335,7.262316841,1.653577729,0.180702508,,,
990.4,157.2,1000.221596,177.1795027,22.26306998,7.195875,1.489033333,7.267235036,1.678283623,0.202257081,,,
989.6,157.8,983.6385391,143.399803,15.58539989,7.1900625,1.494716667,7.14674876,1.358314801,0.143113763,,,
988.8,158.4,998.2394731,183.8512036,27.14530197,7.18425,1.5004,7.252833672,1.741479457,0.250645216,,,
988,159,973.7561502,146.4473956,18.98565603,7.1784375,1.506083333,7.074947029,1.387182275,0.157631657,,,
987.2,159.6,1004.931858,182.0076664,28.57485462,7.172625,1.511766667,7.301458034,1.724017062,0.248290517,,,
986.4,160.2,997.5568525,147.2622247,17.08395119,7.1668125,1.51745,7.247874007,1.394900517,0.146933126,,,
985.6,160.8,992.7115404,161.3300616,7.131267236,7.161,1.523133333,7.212669786,1.528154194,0.051913156,,,
984.8,161.4,965.1922748,174.5326874,23.59937212,7.1551875,1.528816667,7.012725122,1.6532124,0.18912913,,,
984,162,984.8454027,187.2101669,25.2243379,7.149375,1.5345,7.155517379,1.773296304,0.238875288,,,
983.2,162.6,979.398415,183.7286092,21.4678871,7.1435625,1.540183333,7.115941609,1.740318215,0.20203189,,,
982.4,163.2,996.4627124,175.4915015,18.67728268,7.13775,1.545866667,7.239924395,1.6622945,0.154903348,,,
981.6,163.8,988.0249886,174.75212,12.69761434,7.1319375,1.55155,7.178619058,1.655290914,0.113760033,,,
980.8,164.4,977.766081,177.0562596,13.0148212,7.126125,1.557233333,7.104081682,1.677116236,0.121892651,,,
980,165,977.9368903,163.9529713,2.313588297,7.1203125,1.562916667,7.105322719,1.552998978,0.017973706,,,
979.2,165.6,982.6535364,144.5948113,21.28719961,7.1145,1.5686,7.139592101,1.369634185,0.200541789,,,
978.4,166.2,986.9348113,176.4822629,13.36293131,7.1086875,1.574283333,7.170698238,1.671679212,0.115461201,,,
977.6,166.8,971.4348643,162.1717258,7.709073911,7.102875,1.579966667,7.058081436,1.536126625,0.062677051,,,
976.8,167.4,1002.111895,169.1268147,25.37072919,7.0970625,1.58565,7.280969235,1.602006772,0.184632692,,,
976,168,997.8106592,174.8539823,22.86223799,7.09125,1.591333333,7.24971807,1.656255777,0.171251432,,,
975.2,168.6,971.4508034,174.2518097,6.782287804,7.0854375,1.597016667,7.058197244,1.650551864,0.060067037,,,
974.4,169.2,972.4370787,194.297517,25.17416172,7.079625,1.6027,7.06536315,1.840429258,0.238156672,,,
973.6,169.8,956.6934241,185.2456528,22.89979252,7.0738125,1.608383333,6.95097566,1.754687989,0.191033875,,,
972.8,170.4,949.0483051,171.4784668,23.77616665,7.068,1.614066667,6.895429092,1.624282144,0.172873001,,,
972,171,971.4204064,165.8428563,5.189610765,7.0621875,1.61975,7.05797639,1.570900389,0.049030786,,,
971.2,171.6,966.6361146,152.2408089,19.88988006,7.056375,1.625433333,7.02321552,1.442058774,0.186348545,,,
970.4,172.2,988.0452313,164.5634327,19.22683924,7.0505625,1.631116667,7.178766133,1.558781404,0.147202452,,,
969.6,172.8,976.8839837,178.9374186,9.524931826,7.04475,1.6368,7.097672694,1.694934993,0.078616086,,,
